REGION NAME,DISTRICT NAME,NAME OF CANDIDATE,PARTY,PARTY COLOR,VOTES SCORED
NORTHERN REGION,LIKOMA,Mark K. Phiri,PPM,#C00000,9
NORTHERN REGION,LIKOMA,Atupele Muluzi,UDF,#FCF600,580
NORTHERN REGION,LIKOMA,Peter Mutharika,DPP,#00B0F0,2462
NORTHERN REGION,LIKOMA,George Nnensa,MAFUNDE,#948A54,8
NORTHERN REGION,LIKOMA,James Nyondo,NASAF,#948A54,3
NORTHERN REGION,LIKOMA,Helen Singh,UIP,#948A54,6
NORTHERN REGION,MZIMBA,Joyce Banda,PP,#FF6400,228017
NORTHERN REGION,MZIMBA,Lazarus Chakwera,MCP,#00A200,82889
NORTHERN REGION,MZIMBA,Kamuzu Chibambo,PETRA,#A5D203,2159
NORTHERN REGION,MZIMBA,John Chisi,UP,#948A54,1275
NORTHERN REGION,MZIMBA,Friday Jumbe,NLP,#948A54,604
NORTHERN REGION,MZIMBA,Aaron Katsonga,CCP,#975D2A,418
NORTHERN REGION,MZIMBA,Mark K. Phiri,PPM,#C00000,866
NORTHERN REGION,MZIMBA,Atupele Muluzi,UDF,#FCF600,11187
NORTHERN REGION,MZIMBA,Peter Mutharika,DPP,#00B0F0,82654
NORTHERN REGION,MZIMBA,George Nnensa,MAFUNDE,#948A54,614
NORTHERN REGION,MZIMBA,James Nyondo,NASAF,#948A54,839
NORTHERN REGION,MZIMBA,Helen Singh,UIP,#948A54,898
CENTRAL REGION,KASUNGU,Joyce Banda,PP,#FF6400,55614
CENTRAL REGION,KASUNGU,Lazarus Chakwera,MCP,#00A200,164646
CENTRAL REGION,KASUNGU,Kamuzu Chibambo,PETRA,#A5D203,1029
CENTRAL REGION,KASUNGU,John Chisi,UP,#948A54,843
CENTRAL REGION,KASUNGU,Friday Jumbe,NLP,#948A54,314
CENTRAL REGION,KASUNGU,Aaron Katsonga,CCP,#975D2A,186
CENTRAL REGION,KASUNGU,Mark K. Phiri,PPM,#C00000,419
CENTRAL REGION,KASUNGU,Atupele Muluzi,UDF,#FCF600,7233
CENTRAL REGION,KASUNGU,Peter Mutharika,DPP,#00B0F0,42808
CENTRAL REGION,KASUNGU,George Nnensa,MAFUNDE,#948A54,532
CENTRAL REGION,KASUNGU,James Nyondo,NASAF,#948A54,481
CENTRAL REGION,KASUNGU,Helen Singh,UIP,#948A54,322
CENTRAL REGION,NKHOTAKOTA,Joyce Banda,PP,#FF6400,35756
CENTRAL REGION,NKHOTAKOTA,Lazarus Chakwera,MCP,#00A200,7738
CENTRAL REGION,NKHOTAKOTA,Kamuzu Chibambo,PETRA,#A5D203,353
CENTRAL REGION,NKHOTAKOTA,John Chisi,UP,#948A54,223
CENTRAL REGION,NKHOTAKOTA,Friday Jumbe,NLP,#948A54,122
CENTRAL REGION,NKHOTAKOTA,Aaron Katsonga,CCP,#975D2A,65
CENTRAL REGION,NKHOTAKOTA,Mark K. Phiri,PPM,#C00000,135
CENTRAL REGION,NKHOTAKOTA,Atupele Muluzi,UDF,#FCF600,1238
CENTRAL REGION,NKHOTAKOTA,Peter Mutharika,DPP,#00B0F0,31119
CENTRAL REGION,NKHOTAKOTA,George Nnensa,MAFUNDE,#948A54,176
CENTRAL REGION,NKHOTAKOTA,James Nyondo,NASAF,#948A54,2613
CENTRAL REGION,NKHOTAKOTA,Helen Singh,UIP,#948A54,126
CENTRAL REGION,NTCHISI,Joyce Banda,PP,#FF6400,17830
CENTRAL REGION,NTCHISI,Lazarus Chakwera,MCP,#00A200,59365
CENTRAL REGION,NTCHISI,Kamuzu Chibambo,PETRA,#A5D203,405
CENTRAL REGION,NTCHISI,John Chisi,UP,#948A54,231
CENTRAL REGION,NTCHISI,Friday Jumbe,NLP,#948A54,117
CENTRAL REGION,NTCHISI,Aaron Katsonga,CCP,#975D2A,78
CENTRAL REGION,NTCHISI,Mark K. Phiri,PPM,#C00000,96
CENTRAL REGION,NTCHISI,Atupele Muluzi,UDF,#FCF600,1415
CENTRAL REGION,NTCHISI,Peter Mutharika,DPP,#00B0F0,17693
CENTRAL REGION,NTCHISI,George Nnensa,MAFUNDE,#948A54,135
CENTRAL REGION,NTCHISI,James Nyondo,NASAF,#948A54,957
CENTRAL REGION,NTCHISI,Helen Singh,UIP,#948A54,134
CENTRAL REGION,DOWA,Joyce Banda,PP,#FF6400,21838
CENTRAL REGION,DOWA,Lazarus Chakwera,MCP,#00A200,177087
CENTRAL REGION,DOWA,Kamuzu Chibambo,PETRA,#A5D203,842
CENTRAL REGION,DOWA,John Chisi,UP,#948A54,417
CENTRAL REGION,DOWA,Friday Jumbe,NLP,#948A54,302
CENTRAL REGION,DOWA,Aaron Katsonga,CCP,#975D2A,186
CENTRAL REGION,DOWA,Mark K. Phiri,PPM,#C00000,220
CENTRAL REGION,DOWA,Atupele Muluzi,UDF,#FCF600,3495
CENTRAL REGION,DOWA,Peter Mutharika,DPP,#00B0F0,18468
CENTRAL REGION,DOWA,George Nnensa,MAFUNDE,#948A54,180
CENTRAL REGION,DOWA,James Nyondo,NASAF,#948A54,174
CENTRAL REGION,DOWA,Helen Singh,UIP,#948A54,224
CENTRAL REGION,SALIMA,Joyce Banda,PP,#FF6400,29263
CENTRAL REGION,SALIMA,Lazarus Chakwera,MCP,#00A200,48383
CENTRAL REGION,SALIMA,Kamuzu Chibambo,PETRA,#A5D203,530
CENTRAL REGION,SALIMA,John Chisi,UP,#948A54,369
CENTRAL REGION,SALIMA,Friday Jumbe,NLP,#948A54,246
CENTRAL REGION,SALIMA,Aaron Katsonga,CCP,#975D2A,114
CENTRAL REGION,SALIMA,Mark K. Phiri,PPM,#C00000,490
CENTRAL REGION,SALIMA,Atupele Muluzi,UDF,#FCF600,24874
CENTRAL REGION,SALIMA,Peter Mutharika,DPP,#00B0F0,21569
CENTRAL REGION,SALIMA,George Nnensa,MAFUNDE,#948A54,239
CENTRAL REGION,SALIMA,James Nyondo,NASAF,#948A54,177
CENTRAL REGION,SALIMA,Helen Singh,UIP,#948A54,249
CENTRAL REGION,MCHINJI,Joyce Banda,PP,#FF6400,22372
CENTRAL REGION,MCHINJI,Lazarus Chakwera,MCP,#00A200,121478
CENTRAL REGION,MCHINJI,Kamuzu Chibambo,PETRA,#A5D203,677
CENTRAL REGION,MCHINJI,John Chisi,UP,#948A54,294
CENTRAL REGION,MCHINJI,Friday Jumbe,NLP,#948A54,153
CENTRAL REGION,MCHINJI,Aaron Katsonga,CCP,#975D2A,135
CENTRAL REGION,MCHINJI,Mark K. Phiri,PPM,#C00000,315
CENTRAL REGION,MCHINJI,Atupele Muluzi,UDF,#FCF600,7711
CENTRAL REGION,MCHINJI,Peter Mutharika,DPP,#00B0F0,20284
CENTRAL REGION,MCHINJI,George Nnensa,MAFUNDE,#948A54,254
CENTRAL REGION,MCHINJI,James Nyondo,NASAF,#948A54,152
CENTRAL REGION,MCHINJI,Helen Singh,UIP,#948A54,259
CENTRAL REGION,LILONGWE,Joyce Banda,PP,#FF6400,52481
CENTRAL REGION,LILONGWE,Lazarus Chakwera,MCP,#00A200,486047
CENTRAL REGION,LILONGWE,Kamuzu Chibambo,PETRA,#A5D203,2113
CENTRAL REGION,LILONGWE,John Chisi,UP,#948A54,939
CENTRAL REGION,LILONGWE,Friday Jumbe,NLP,#948A54,527
CENTRAL REGION,LILONGWE,Aaron Katsonga,CCP,#975D2A,362
CENTRAL REGION,LILONGWE,Mark K. Phiri,PPM,#C00000,946
CENTRAL REGION,LILONGWE,Atupele Muluzi,UDF,#FCF600,56090
CENTRAL REGION,LILONGWE,Peter Mutharika,DPP,#00B0F0,135615
CENTRAL REGION,LILONGWE,George Nnensa,MAFUNDE,#948A54,652
CENTRAL REGION,LILONGWE,James Nyondo,NASAF,#948A54,1155
CENTRAL REGION,LILONGWE,Helen Singh,UIP,#948A54,742
CENTRAL REGION,DEDZA,Joyce Banda,PP,#FF6400,28113
CENTRAL REGION,DEDZA,Lazarus Chakwera,MCP,#00A200,139497
CENTRAL REGION,DEDZA,Kamuzu Chibambo,PETRA,#A5D203,1031
CENTRAL REGION,DEDZA,John Chisi,UP,#948A54,554
CENTRAL REGION,DEDZA,Friday Jumbe,NLP,#948A54,371
CENTRAL REGION,DEDZA,Aaron Katsonga,CCP,#975D2A,212
CENTRAL REGION,DEDZA,Mark K. Phiri,PPM,#C00000,339
CENTRAL REGION,DEDZA,Atupele Muluzi,UDF,#FCF600,20387
CENTRAL REGION,DEDZA,Peter Mutharika,DPP,#00B0F0,21291
CENTRAL REGION,DEDZA,George Nnensa,MAFUNDE,#948A54,295
CENTRAL REGION,DEDZA,James Nyondo,NASAF,#948A54,268
CENTRAL REGION,DEDZA,Helen Singh,UIP,#948A54,359
CENTRAL REGION,NTCHEU,Joyce Banda,PP,#FF6400,18484
CENTRAL REGION,NTCHEU,Lazarus Chakwera,MCP,#00A200,15884
CENTRAL REGION,NTCHEU,Kamuzu Chibambo,PETRA,#A5D203,993
CENTRAL REGION,NTCHEU,John Chisi,UP,#948A54,440
CENTRAL REGION,NTCHEU,Friday Jumbe,NLP,#948A54,445
CENTRAL REGION,NTCHEU,Aaron Katsonga,CCP,#975D2A,238
CENTRAL REGION,NTCHEU,Mark K. Phiri,PPM,#C00000,573
CENTRAL REGION,NTCHEU,Atupele Muluzi,UDF,#FCF600,16326
CENTRAL REGION,NTCHEU,Peter Mutharika,DPP,#00B0F0,123703
CENTRAL REGION,NTCHEU,George Nnensa,MAFUNDE,#948A54,890
CENTRAL REGION,NTCHEU,James Nyondo,NASAF,#948A54,278
CENTRAL REGION,NTCHEU,Helen Singh,UIP,#948A54,518
SOUTHERN REGION,MANGOCHI,Joyce Banda,PP,#FF6400,44616
SOUTHERN REGION,MANGOCHI,Lazarus Chakwera,MCP,#00A200,7240
SOUTHERN REGION,MANGOCHI,Kamuzu Chibambo,PETRA,#A5D203,1604
SOUTHERN REGION,MANGOCHI,John Chisi,UP,#948A54,1047
SOUTHERN REGION,MANGOCHI,Friday Jumbe,NLP,#948A54,995
SOUTHERN REGION,MANGOCHI,Aaron Katsonga,CCP,#975D2A,530
SOUTHERN REGION,MANGOCHI,Mark K. Phiri,PPM,#C00000,2525
SOUTHERN REGION,MANGOCHI,Atupele Muluzi,UDF,#FCF600,199185
SOUTHERN REGION,MANGOCHI,Peter Mutharika,DPP,#00B0F0,57671
SOUTHERN REGION,MANGOCHI,George Nnensa,MAFUNDE,#948A54,895
SOUTHERN REGION,MANGOCHI,James Nyondo,NASAF,#948A54,489
SOUTHERN REGION,MANGOCHI,Helen Singh,UIP,#948A54,1342
SOUTHERN REGION,BALAKA,Joyce Banda,PP,#FF6400,20933
SOUTHERN REGION,BALAKA,Lazarus Chakwera,MCP,#00A200,2607
SOUTHERN REGION,BALAKA,Kamuzu Chibambo,PETRA,#A5D203,393
SOUTHERN REGION,BALAKA,John Chisi,UP,#948A54,288
SOUTHERN REGION,BALAKA,Friday Jumbe,NLP,#948A54,234
SOUTHERN REGION,BALAKA,Aaron Katsonga,CCP,#975D2A,137
SOUTHERN REGION,BALAKA,Mark K. Phiri,PPM,#C00000,574
SOUTHERN REGION,BALAKA,Atupele Muluzi,UDF,#FCF600,50224
SOUTHERN REGION,BALAKA,Peter Mutharika,DPP,#00B0F0,56689
SOUTHERN REGION,BALAKA,George Nnensa,MAFUNDE,#948A54,486
SOUTHERN REGION,BALAKA,James Nyondo,NASAF,#948A54,130
SOUTHERN REGION,BALAKA,Helen Singh,UIP,#948A54,198
SOUTHERN REGION,MACHINGA,Joyce Banda,PP,#FF6400,48766
SOUTHERN REGION,MACHINGA,Lazarus Chakwera,MCP,#00A200,2691
SOUTHERN REGION,MACHINGA,Kamuzu Chibambo,PETRA,#A5D203,632
SOUTHERN REGION,MACHINGA,John Chisi,UP,#948A54,463
SOUTHERN REGION,MACHINGA,Friday Jumbe,NLP,#948A54,267
SOUTHERN REGION,MACHINGA,Aaron Katsonga,CCP,#975D2A,219
SOUTHERN REGION,MACHINGA,Mark K. Phiri,PPM,#C00000,1998
SOUTHERN REGION,MACHINGA,Atupele Muluzi,UDF,#FCF600,97335
SOUTHERN REGION,MACHINGA,Peter Mutharika,DPP,#00B0F0,36104
SOUTHERN REGION,MACHINGA,George Nnensa,MAFUNDE,#948A54,431
SOUTHERN REGION,MACHINGA,James Nyondo,NASAF,#948A54,206
SOUTHERN REGION,MACHINGA,Helen Singh,UIP,#948A54,357
SOUTHERN REGION,ZOMBA,Joyce Banda,PP,#FF6400,71835
SOUTHERN REGION,ZOMBA,Lazarus Chakwera,MCP,#00A200,9115
SOUTHERN REGION,ZOMBA,Kamuzu Chibambo,PETRA,#A5D203,640
SOUTHERN REGION,ZOMBA,John Chisi,UP,#948A54,427
SOUTHERN REGION,ZOMBA,Friday Jumbe,NLP,#948A54,280
SOUTHERN REGION,ZOMBA,Aaron Katsonga,CCP,#975D2A,231
SOUTHERN REGION,ZOMBA,Mark K. Phiri,PPM,#C00000,635
SOUTHERN REGION,ZOMBA,Atupele Muluzi,UDF,#FCF600,50662
SOUTHERN REGION,ZOMBA,Peter Mutharika,DPP,#00B0F0,122615
SOUTHERN REGION,ZOMBA,George Nnensa,MAFUNDE,#948A54,469
SOUTHERN REGION,ZOMBA,James Nyondo,NASAF,#948A54,202
SOUTHERN REGION,ZOMBA,Helen Singh,UIP,#948A54,523
SOUTHERN REGION,CHIRADZULU,Joyce Banda,PP,#FF6400,9771
SOUTHERN REGION,CHIRADZULU,Lazarus Chakwera,MCP,#00A200,1743
SOUTHERN REGION,CHIRADZULU,Kamuzu Chibambo,PETRA,#A5D203,299
SOUTHERN REGION,CHIRADZULU,John Chisi,UP,#948A54,226
SOUTHERN REGION,CHIRADZULU,Friday Jumbe,NLP,#948A54,1024
SOUTHERN REGION,CHIRADZULU,Aaron Katsonga,CCP,#975D2A,165
SOUTHERN REGION,CHIRADZULU,Mark K. Phiri,PPM,#C00000,279
SOUTHERN REGION,CHIRADZULU,Atupele Muluzi,UDF,#FCF600,18449
SOUTHERN REGION,CHIRADZULU,Peter Mutharika,DPP,#00B0F0,94717
SOUTHERN REGION,CHIRADZULU,George Nnensa,MAFUNDE,#948A54,345
SOUTHERN REGION,CHIRADZULU,James Nyondo,NASAF,#948A54,156
SOUTHERN REGION,CHIRADZULU,Helen Singh,UIP,#948A54,235
SOUTHERN REGION,BLANTYRE,Joyce Banda,PP,#FF6400,39612
SOUTHERN REGION,BLANTYRE,Lazarus Chakwera,MCP,#00A200,27017
SOUTHERN REGION,BLANTYRE,Kamuzu Chibambo,PETRA,#A5D203,670
SOUTHERN REGION,BLANTYRE,John Chisi,UP,#948A54,618
SOUTHERN REGION,BLANTYRE,Friday Jumbe,NLP,#948A54,412
SOUTHERN REGION,BLANTYRE,Aaron Katsonga,CCP,#975D2A,458
SOUTHERN REGION,BLANTYRE,Mark K. Phiri,PPM,#C00000,1031
SOUTHERN REGION,BLANTYRE,Atupele Muluzi,UDF,#FCF600,68092
SOUTHERN REGION,BLANTYRE,Peter Mutharika,DPP,#00B0F0,225185
SOUTHERN REGION,BLANTYRE,George Nnensa,MAFUNDE,#948A54,529
SOUTHERN REGION,BLANTYRE,James Nyondo,NASAF,#948A54,445
SOUTHERN REGION,BLANTYRE,Helen Singh,UIP,#948A54,539
SOUTHERN REGION,MWANZA,Joyce Banda,PP,#FF6400,7517
SOUTHERN REGION,MWANZA,Lazarus Chakwera,MCP,#00A200,937
SOUTHERN REGION,MWANZA,Kamuzu Chibambo,PETRA,#A5D203,212
SOUTHERN REGION,MWANZA,John Chisi,UP,#948A54,109
SOUTHERN REGION,MWANZA,Friday Jumbe,NLP,#948A54,102
SOUTHERN REGION,MWANZA,Aaron Katsonga,CCP,#975D2A,2099
SOUTHERN REGION,MWANZA,Mark K. Phiri,PPM,#C00000,139
SOUTHERN REGION,MWANZA,Atupele Muluzi,UDF,#FCF600,2773
SOUTHERN REGION,MWANZA,Peter Mutharika,DPP,#00B0F0,20737
SOUTHERN REGION,MWANZA,George Nnensa,MAFUNDE,#948A54,99
SOUTHERN REGION,MWANZA,James Nyondo,NASAF,#948A54,41
SOUTHERN REGION,MWANZA,Helen Singh,UIP,#948A54,64
SOUTHERN REGION,NENO,Joyce Banda,PP,#FF6400,7288
SOUTHERN REGION,NENO,Lazarus Chakwera,MCP,#00A200,1148
SOUTHERN REGION,NENO,Kamuzu Chibambo,PETRA,#A5D203,199
SOUTHERN REGION,NENO,John Chisi,UP,#948A54,171
SOUTHERN REGION,NENO,Friday Jumbe,NLP,#948A54,134
SOUTHERN REGION,NENO,Aaron Katsonga,CCP,#975D2A,188
SOUTHERN REGION,NENO,Mark K. Phiri,PPM,#C00000,1205
SOUTHERN REGION,NENO,Atupele Muluzi,UDF,#FCF600,2204
SOUTHERN REGION,NENO,Peter Mutharika,DPP,#00B0F0,27759
SOUTHERN REGION,NENO,George Nnensa,MAFUNDE,#948A54,126
SOUTHERN REGION,NENO,James Nyondo,NASAF,#948A54,54
SOUTHERN REGION,NENO,Helen Singh,UIP,#948A54,74
SOUTHERN REGION,THYOLO,Joyce Banda,PP,#FF6400,8233
SOUTHERN REGION,THYOLO,Lazarus Chakwera,MCP,#00A200,2681
SOUTHERN REGION,THYOLO,Kamuzu Chibambo,PETRA,#A5D203,534
SOUTHERN REGION,THYOLO,John Chisi,UP,#948A54,381
SOUTHERN REGION,THYOLO,Friday Jumbe,NLP,#948A54,331
SOUTHERN REGION,THYOLO,Aaron Katsonga,CCP,#975D2A,212
SOUTHERN REGION,THYOLO,Mark K. Phiri,PPM,#C00000,322
SOUTHERN REGION,THYOLO,Atupele Muluzi,UDF,#FCF600,6798
SOUTHERN REGION,THYOLO,Peter Mutharika,DPP,#00B0F0,212843
SOUTHERN REGION,THYOLO,George Nnensa,MAFUNDE,#948A54,707
SOUTHERN REGION,THYOLO,James Nyondo,NASAF,#948A54,234
SOUTHERN REGION,THYOLO,Helen Singh,UIP,#948A54,273
SOUTHERN REGION,PHALOMBE,Joyce Banda,PP,#FF6400,14596
SOUTHERN REGION,PHALOMBE,Lazarus Chakwera,MCP,#00A200,1534
SOUTHERN REGION,PHALOMBE,Kamuzu Chibambo,PETRA,#A5D203,572
SOUTHERN REGION,PHALOMBE,John Chisi,UP,#948A54,320
SOUTHERN REGION,PHALOMBE,Friday Jumbe,NLP,#948A54,268
SOUTHERN REGION,PHALOMBE,Aaron Katsonga,CCP,#975D2A,140
SOUTHERN REGION,PHALOMBE,Mark K. Phiri,PPM,#C00000,345
SOUTHERN REGION,PHALOMBE,Atupele Muluzi,UDF,#FCF600,9040
SOUTHERN REGION,PHALOMBE,Peter Mutharika,DPP,#00B0F0,103791
SOUTHERN REGION,PHALOMBE,George Nnensa,MAFUNDE,#948A54,558
SOUTHERN REGION,PHALOMBE,James Nyondo,NASAF,#948A54,179
SOUTHERN REGION,PHALOMBE,Helen Singh,UIP,#948A54,202
SOUTHERN REGION,MULANJE,Joyce Banda,PP,#FF6400,20018
SOUTHERN REGION,MULANJE,Lazarus Chakwera,MCP,#00A200,3076
SOUTHERN REGION,MULANJE,Kamuzu Chibambo,PETRA,#A5D203,592
SOUTHERN REGION,MULANJE,John Chisi,UP,#948A54,446
SOUTHERN REGION,MULANJE,Friday Jumbe,NLP,#948A54,303
SOUTHERN REGION,MULANJE,Aaron Katsonga,CCP,#975D2A,190
SOUTHERN REGION,MULANJE,Mark K. Phiri,PPM,#C00000,492
SOUTHERN REGION,MULANJE,Atupele Muluzi,UDF,#FCF600,13041
SOUTHERN REGION,MULANJE,Peter Mutharika,DPP,#00B0F0,175274
SOUTHERN REGION,MULANJE,George Nnensa,MAFUNDE,#948A54,653
SOUTHERN REGION,MULANJE,James Nyondo,NASAF,#948A54,265
SOUTHERN REGION,MULANJE,Helen Singh,UIP,#948A54,440
SOUTHERN REGION,CHIKWAWA,Joyce Banda,PP,#FF6400,25872
SOUTHERN REGION,CHIKWAWA,Lazarus Chakwera,MCP,#00A200,4410
SOUTHERN REGION,CHIKWAWA,Kamuzu Chibambo,PETRA,#A5D203,847
SOUTHERN REGION,CHIKWAWA,John Chisi,UP,#948A54,504
SOUTHERN REGION,CHIKWAWA,Friday Jumbe,NLP,#948A54,409
SOUTHERN REGION,CHIKWAWA,Aaron Katsonga,CCP,#975D2A,308
SOUTHERN REGION,CHIKWAWA,Mark K. Phiri,PPM,#C00000,565
SOUTHERN REGION,CHIKWAWA,Atupele Muluzi,UDF,#FCF600,14102
SOUTHERN REGION,CHIKWAWA,Peter Mutharika,DPP,#00B0F0,109523
SOUTHERN REGION,CHIKWAWA,George Nnensa,MAFUNDE,#948A54,680
SOUTHERN REGION,CHIKWAWA,James Nyondo,NASAF,#948A54,318
SOUTHERN REGION,CHIKWAWA,Helen Singh,UIP,#948A54,506
SOUTHERN REGION,NSANJE,Joyce Banda,PP,#FF6400,15517
SOUTHERN REGION,NSANJE,Lazarus Chakwera,MCP,#00A200,2814
SOUTHERN REGION,NSANJE,Kamuzu Chibambo,PETRA,#A5D203,478
SOUTHERN REGION,NSANJE,John Chisi,UP,#948A54,342
SOUTHERN REGION,NSANJE,Friday Jumbe,NLP,#948A54,273
SOUTHERN REGION,NSANJE,Aaron Katsonga,CCP,#975D2A,250
SOUTHERN REGION,NSANJE,Mark K. Phiri,PPM,#C00000,462
SOUTHERN REGION,NSANJE,Atupele Muluzi,UDF,#FCF600,9058
SOUTHERN REGION,NSANJE,Peter Mutharika,DPP,#00B0F0,55524
SOUTHERN REGION,NSANJE,George Nnensa,MAFUNDE,#948A54,550
SOUTHERN REGION,NSANJE,James Nyondo,NASAF,#948A54,279
SOUTHERN REGION,NSANJE,Helen Singh,UIP,#948A54,416
