REGION NAME,DISTRICT NAME,NAME OF CANDIDATE,PARTY,PARTY COLOR,VOTES SCORED
CENTRAL REGION,SALIMA,John Tembo,MCP,#00A200,53349
CENTRAL REGION,MCHINJI,Bingu Wa Mutharika,DPP,#00B0F0,84090
CENTRAL REGION,MCHINJI,Kamuzu Chibambo,PETRA,#A5D203,1611
CENTRAL REGION,MCHINJI,Loveness Gondwe,NARC,#948A54,1600
CENTRAL REGION,MCHINJI,Stanley Masauli,RP,#948A54,1550
CENTRAL REGION,MCHINJI,Gowa Nyasulu,AFORD,#0070C0,468
CENTRAL REGION,MCHINJI,James Nyondo,INDEPENDENT,#948A54,1308
CENTRAL REGION,MCHINJI,John Tembo,MCP,#00A200,61926
CENTRAL REGION,LILONGWE,Bingu Wa Mutharika,DPP,#00B0F0,255616
CENTRAL REGION,LILONGWE,Kamuzu Chibambo,PETRA,#A5D203,3847
CENTRAL REGION,LILONGWE,Loveness Gondwe,NARC,#948A54,3603
CENTRAL REGION,LILONGWE,Stanley Masauli,RP,#948A54,3710
CENTRAL REGION,LILONGWE,Gowa Nyasulu,AFORD,#0070C0,1634
CENTRAL REGION,LILONGWE,James Nyondo,INDEPENDENT,#948A54,4532
CENTRAL REGION,LILONGWE,John Tembo,MCP,#00A200,312010
CENTRAL REGION,DEDZA,Bingu Wa Mutharika,DPP,#00B0F0,57248
CENTRAL REGION,DEDZA,Kamuzu Chibambo,PETRA,#A5D203,1964
CENTRAL REGION,DEDZA,Loveness Gondwe,NARC,#948A54,1895
CENTRAL REGION,DEDZA,Stanley Masauli,RP,#948A54,1683
CENTRAL REGION,DEDZA,Gowa Nyasulu,AFORD,#0070C0,1066
CENTRAL REGION,DEDZA,James Nyondo,INDEPENDENT,#948A54,2067
CENTRAL REGION,DEDZA,John Tembo,MCP,#00A200,128120
CENTRAL REGION,NTCHEU,Bingu Wa Mutharika,DPP,#00B0F0,123467
CENTRAL REGION,NTCHEU,Kamuzu Chibambo,PETRA,#A5D203,1109
CENTRAL REGION,NTCHEU,Loveness Gondwe,NARC,#948A54,923
CENTRAL REGION,NTCHEU,Stanley Masauli,RP,#948A54,1220
CENTRAL REGION,NTCHEU,Gowa Nyasulu,AFORD,#0070C0,533
CENTRAL REGION,NTCHEU,James Nyondo,INDEPENDENT,#948A54,582
CENTRAL REGION,NTCHEU,John Tembo,MCP,#00A200,23093
SOUTHERN REGION,MANGOCHI,Bingu Wa Mutharika,DPP,#00B0F0,71279
SOUTHERN REGION,MANGOCHI,Kamuzu Chibambo,PETRA,#A5D203,3661
SOUTHERN REGION,MANGOCHI,Loveness Gondwe,NARC,#948A54,2414
SOUTHERN REGION,MANGOCHI,Stanley Masauli,RP,#948A54,2686
SOUTHERN REGION,MANGOCHI,Gowa Nyasulu,AFORD,#0070C0,3186
SOUTHERN REGION,MANGOCHI,James Nyondo,INDEPENDENT,#948A54,4148
SOUTHERN REGION,MANGOCHI,John Tembo,MCP,#00A200,181689
SOUTHERN REGION,BALAKA,Bingu Wa Mutharika,DPP,#00B0F0,59387
SOUTHERN REGION,BALAKA,Kamuzu Chibambo,PETRA,#A5D203,876
SOUTHERN REGION,BALAKA,Loveness Gondwe,NARC,#948A54,735
SOUTHERN REGION,BALAKA,Stanley Masauli,RP,#948A54,486
SOUTHERN REGION,BALAKA,Gowa Nyasulu,AFORD,#0070C0,495
SOUTHERN REGION,BALAKA,James Nyondo,INDEPENDENT,#948A54,520
SOUTHERN REGION,BALAKA,John Tembo,MCP,#00A200,48078
SOUTHERN REGION,MACHINGA,Bingu Wa Mutharika,DPP,#00B0F0,62211
SOUTHERN REGION,MACHINGA,Kamuzu Chibambo,PETRA,#A5D203,1869
SOUTHERN REGION,MACHINGA,Loveness Gondwe,NARC,#948A54,987
SOUTHERN REGION,MACHINGA,Stanley Masauli,RP,#948A54,1301
SOUTHERN REGION,MACHINGA,Gowa Nyasulu,AFORD,#0070C0,1348
SOUTHERN REGION,MACHINGA,James Nyondo,INDEPENDENT,#948A54,1358
SOUTHERN REGION,MACHINGA,John Tembo,MCP,#00A200,102714
SOUTHERN REGION,ZOMBA,Bingu Wa Mutharika,DPP,#00B0F0,164237
SOUTHERN REGION,ZOMBA,Kamuzu Chibambo,PETRA,#A5D203,1677
SOUTHERN REGION,ZOMBA,Loveness Gondwe,NARC,#948A54,1075
SOUTHERN REGION,ZOMBA,Stanley Masauli,RP,#948A54,980
SOUTHERN REGION,ZOMBA,Gowa Nyasulu,AFORD,#0070C0,685
SOUTHERN REGION,ZOMBA,James Nyondo,INDEPENDENT,#948A54,797
SOUTHERN REGION,ZOMBA,John Tembo,MCP,#00A200,57056
SOUTHERN REGION,CHIRADZULU,Bingu Wa Mutharika,DPP,#00B0F0,77018
SOUTHERN REGION,CHIRADZULU,Kamuzu Chibambo,PETRA,#A5D203,680
SOUTHERN REGION,CHIRADZULU,Loveness Gondwe,NARC,#948A54,848
SOUTHERN REGION,CHIRADZULU,Stanley Masauli,RP,#948A54,702
SOUTHERN REGION,CHIRADZULU,Gowa Nyasulu,AFORD,#0070C0,432
SOUTHERN REGION,CHIRADZULU,James Nyondo,INDEPENDENT,#948A54,324
SOUTHERN REGION,CHIRADZULU,John Tembo,MCP,#00A200,19821
SOUTHERN REGION,BLANTYRE,Bingu Wa Mutharika,DPP,#00B0F0,254822
SOUTHERN REGION,BLANTYRE,Kamuzu Chibambo,PETRA,#A5D203,1480
SOUTHERN REGION,BLANTYRE,Loveness Gondwe,NARC,#948A54,1298
SOUTHERN REGION,BLANTYRE,Stanley Masauli,RP,#948A54,1421
SOUTHERN REGION,BLANTYRE,Gowa Nyasulu,AFORD,#0070C0,711
SOUTHERN REGION,BLANTYRE,James Nyondo,INDEPENDENT,#948A54,873
SOUTHERN REGION,BLANTYRE,John Tembo,MCP,#00A200,82440
SOUTHERN REGION,MWANZA,Bingu Wa Mutharika,DPP,#00B0F0,25551
SOUTHERN REGION,MWANZA,Kamuzu Chibambo,PETRA,#A5D203,269
SOUTHERN REGION,MWANZA,Loveness Gondwe,NARC,#948A54,262
SOUTHERN REGION,MWANZA,Stanley Masauli,RP,#948A54,143
SOUTHERN REGION,MWANZA,Gowa Nyasulu,AFORD,#0070C0,66
SOUTHERN REGION,MWANZA,James Nyondo,INDEPENDENT,#948A54,58
SOUTHERN REGION,MWANZA,John Tembo,MCP,#00A200,2233
SOUTHERN REGION,THYOLO,Bingu Wa Mutharika,DPP,#00B0F0,151144
SOUTHERN REGION,THYOLO,Kamuzu Chibambo,PETRA,#A5D203,1205
SOUTHERN REGION,THYOLO,Loveness Gondwe,NARC,#948A54,1261
SOUTHERN REGION,THYOLO,Stanley Masauli,RP,#948A54,1264
SOUTHERN REGION,THYOLO,Gowa Nyasulu,AFORD,#0070C0,395
SOUTHERN REGION,THYOLO,James Nyondo,INDEPENDENT,#948A54,514
SOUTHERN REGION,THYOLO,John Tembo,MCP,#00A200,9577
SOUTHERN REGION,PHALOMBE,Bingu Wa Mutharika,DPP,#00B0F0,85031
SOUTHERN REGION,PHALOMBE,Kamuzu Chibambo,PETRA,#A5D203,981
SOUTHERN REGION,PHALOMBE,Loveness Gondwe,NARC,#948A54,774
SOUTHERN REGION,PHALOMBE,Stanley Masauli,RP,#948A54,1925
SOUTHERN REGION,PHALOMBE,Gowa Nyasulu,AFORD,#0070C0,432
SOUTHERN REGION,PHALOMBE,James Nyondo,INDEPENDENT,#948A54,281
SOUTHERN REGION,PHALOMBE,John Tembo,MCP,#00A200,9089
SOUTHERN REGION,MULANJE,Bingu Wa Mutharika,DPP,#00B0F0,152884
SOUTHERN REGION,MULANJE,Kamuzu Chibambo,PETRA,#A5D203,1524
SOUTHERN REGION,MULANJE,Loveness Gondwe,NARC,#948A54,1430
SOUTHERN REGION,MULANJE,Stanley Masauli,RP,#948A54,1441
SOUTHERN REGION,MULANJE,Gowa Nyasulu,AFORD,#0070C0,651
SOUTHERN REGION,MULANJE,James Nyondo,INDEPENDENT,#948A54,772
SOUTHERN REGION,MULANJE,John Tembo,MCP,#00A200,22936
SOUTHERN REGION,CHIKWAWA,Bingu Wa Mutharika,DPP,#00B0F0,94842
SOUTHERN REGION,CHIKWAWA,Kamuzu Chibambo,PETRA,#A5D203,1635
SOUTHERN REGION,CHIKWAWA,Loveness Gondwe,NARC,#948A54,823
SOUTHERN REGION,CHIKWAWA,Stanley Masauli,RP,#948A54,1554
SOUTHERN REGION,CHIKWAWA,Gowa Nyasulu,AFORD,#0070C0,531
SOUTHERN REGION,CHIKWAWA,James Nyondo,INDEPENDENT,#948A54,1554
SOUTHERN REGION,CHIKWAWA,John Tembo,MCP,#00A200,13913
SOUTHERN REGION,NSANJE,Bingu Wa Mutharika,DPP,#00B0F0,57980
SOUTHERN REGION,NSANJE,Kamuzu Chibambo,PETRA,#A5D203,1030
SOUTHERN REGION,NSANJE,Loveness Gondwe,NARC,#948A54,1614
SOUTHERN REGION,NSANJE,Stanley Masauli,RP,#948A54,1213
SOUTHERN REGION,NSANJE,Gowa Nyasulu,AFORD,#0070C0,504
SOUTHERN REGION,NSANJE,James Nyondo,INDEPENDENT,#948A54,986
SOUTHERN REGION,NSANJE,John Tembo,MCP,#00A200,8989
SOUTHERN REGION,NENO,Bingu Wa Mutharika,DPP,#00B0F0,27888
SOUTHERN REGION,NENO,Kamuzu Chibambo,PETRA,#A5D203,190
SOUTHERN REGION,NENO,Loveness Gondwe,NARC,#948A54,272
SOUTHERN REGION,NENO,Stanley Masauli,RP,#948A54,109
SOUTHERN REGION,NENO,Gowa Nyasulu,AFORD,#0070C0,99
SOUTHERN REGION,NENO,James Nyondo,INDEPENDENT,#948A54,107
SOUTHERN REGION,NENO,John Tembo,MCP,#00A200,2796
